year,i_iso3,j_iso3,f_migstock,f_migstock_t,migstock_gross
2015,AFG,NZL,1538.52743239142,0,1538.52743239142
2016,AFG,NZL,1701.5081260276493,0,1701.5081260276493
2017,AFG,NZL,2015.7610782515258,0,2015.7610782515258
2018,AFG,NZL,2390.9610451784683,0,2390.9610451784683
2019,AFG,NZL,1553.8125786194578,0,1553.8125786194578
2000,AFG,PAK,2409190.8269729363,32011.9310504118,2441202.758023348
2001,AFG,PAK,565416.231422761,22145.463421399563,587561.6948441606
2002,AFG,PAK,3201975.2774284836,25361.242600560843,3227336.5200290442
2003,AFG,PAK,698898.3718633708,21878.269500536844,720776.6413639076
2004,AFG,PAK,2245244.2213813392,42952.818893372125,2288197.0402747113
2005,AFG,PAK,1044882.214855718,50787.366498720556,1095669.5813544386
2006,AFG,PAK,274418.3468592304,56288.04365762568,330706.3905168561
2007,AFG,PAK,290207.1868833229,43166.34872935733,333373.53561268025
2008,AFG,PAK,2523456.8165995306,57888.20330383241,2581345.019903363
2009,AFG,PAK,652546.0499936717,82894.7454741054,735440.7954677771
2010,AFG,PAK,1386803.179975152,44904.92636791021,1431708.1063430621
2011,AFG,PAK,1161671.9821296656,168755.3781372676,1330427.3602669332
2012,AFG,PAK,322421.0423678162,298016.85841974465,620437.9007875609
2013,AFG,PAK,1004018.8046819245,87898.3016478121,1091917.1063297365
2014,AFG,PAK,2758122.6982409153,207963.9011443967,2966086.599385312
2015,AFG,PAK,1578633.7073376426,159759.76506388246,1738393.472401525
2016,AFG,PAK,546620.8640118586,111413.03459258494,658033.8986044435
2017,AFG,PAK,2794432.048123447,281620.04412175255,3076052.0922451997
2018,AFG,PAK,1268429.5989111927,269015.190790936,1537444.7897021286
2019,AFG,PAK,245821.37167478306,139042.06043013334,384863.4321049164
2000,AFG,PHL,335.01761883846484,0,335.01761883846484
2001,AFG,PHL,463.7740953619034,0,463.7740953619034
2002,AFG,PHL,287.2746979849506,0,287.2746979849506
2003,AFG,PHL,295.12984093680984,0,295.12984093680984
2004,AFG,PHL,353.5012849126104,0,353.5012849126104
2005,AFG,PHL,554.3522047705949,0,554.3522047705949
2006,AFG,PHL,383.0752257354464,0,383.0752257354464
2007,AFG,PHL,113.91775978427381,0,113.91775978427381
2008,AFG,PHL,1497.9213405795488,0,1497.9213405795488
2009,AFG,PHL,1311.2855420981348,0,1311.2855420981348
2010,AFG,PHL,1441.5030018841383,0,1441.5030018841383
2011,AFG,PHL,1138.4389703299105,0,1138.4389703299105
2012,AFG,PHL,696.6423277104552,0,696.6423277104552
2013,AFG,PHL,1254.1042291870342,0,1254.1042291870342
2014,AFG,PHL,2083.7946660495177,0,2083.7946660495177
2015,AFG,PHL,1552.8991522686556,0,1552.8991522686556
2016,AFG,PHL,282.4638102797559,0,282.4638102797559
2017,AFG,PHL,749.1907855967526,0,749.1907855967526
2018,AFG,PHL,794.6499239443102,0,794.6499239443102
2019,AFG,PHL,1483.4047840404326,0,1483.4047840404326
2000,AFG,PLW,0,0,0
2001,AFG,PLW,0,0,0
2002,AFG,PLW,0,0,0
2003,AFG,PLW,0,0,0
2004,AFG,PLW,0,0,0
2005,AFG,PLW,0,0,0
2006,AFG,PLW,0,0,0
2007,AFG,PLW,0,0,0
2008,AFG,PLW,0,0,0
2009,AFG,PLW,0,0,0
2010,AFG,PLW,0,0,0
2011,AFG,PLW,0,0,0
2012,AFG,PLW,0,0,0
2013,AFG,PLW,0,0,0
2014,AFG,PLW,0,0,0
2015,AFG,PLW,0,0,0
2016,AFG,PLW,0,0,0
2017,AFG,PLW,0,0,0
2018,AFG,PLW,0,0,0
2019,AFG,PLW,0,0,0
2000,AFG,PNG,0,0,0
2001,AFG,PNG,0,0,0
2002,AFG,PNG,0,0,0
2003,AFG,PNG,0,0,0
2004,AFG,PNG,0,0,0
2005,AFG,PNG,0,0,0
2006,AFG,PNG,0,0,0
2007,AFG,PNG,0,0,0
2008,AFG,PNG,0,0,0
2009,AFG,PNG,0,0,0
2010,AFG,PNG,0,0,0
2011,AFG,PNG,0,0,0
2012,AFG,PNG,0,0,0
2013,AFG,PNG,0,0,0
2014,AFG,PNG,0,0,0
2015,AFG,PNG,0,0,0
2016,AFG,PNG,0,0,0
2017,AFG,PNG,0,0,0
2018,AFG,PNG,0,0,0
2019,AFG,PNG,0,0,0
2000,AFG,PRK,0,0,0
2001,AFG,PRK,0,0,0
2002,AFG,PRK,0,0,0
2003,AFG,PRK,0,0,0
2004,AFG,PRK,0,0,0
2005,AFG,PRK,0,0,0
2006,AFG,PRK,0,0,0
2007,AFG,PRK,0,0,0
2008,AFG,PRK,0,0,0
2009,AFG,PRK,0,0,0
2010,AFG,PRK,0,0,0
2011,AFG,PRK,0,0,0
2012,AFG,PRK,0,0,0
2013,AFG,PRK,0,0,0
2014,AFG,PRK,0,0,0
2015,AFG,PRK,0,0,0
2016,AFG,PRK,0,0,0
2017,AFG,PRK,0,0,0
2018,AFG,PRK,0,0,0
2019,AFG,PRK,0,0,0
2000,AFG,PYF,0,0,0
2001,AFG,PYF,0,0,0
2002,AFG,PYF,0,0,0
2003,AFG,PYF,0,0,0
2004,AFG,PYF,0,0,0
2005,AFG,PYF,0,0,0
2006,AFG,PYF,0,0,0
2007,AFG,PYF,0,0,0
2008,AFG,PYF,0,0,0
2009,AFG,PYF,0,0,0
2010,AFG,PYF,0,0,0
2011,AFG,PYF,0,0,0
2012,AFG,PYF,0,0,0
2013,AFG,PYF,0,0,0
2014,AFG,PYF,0,0,0
2015,AFG,PYF,0,0,0
2016,AFG,PYF,0,0,0
2017,AFG,PYF,0,0,0
2018,AFG,PYF,0,0,0
2019,AFG,PYF,0,0,0
2000,AFG,ROA,247671.12994409632,38372.15229079127,286043.2822348876
2001,AFG,ROA,317260.2503096782,46030.15773402537,363290.4080437036
2002,AFG,ROA,197386.45682718363,42714.70943487248,240101.1662620561
2003,AFG,ROA,123599.18113461285,22907.745355364867,146506.92648997772
2004,AFG,ROA,263774.10874063295,22005.80301826317,285779.91175889614
2005,AFG,ROA,462441.39561562985,48493.99565918585,510935.3912748157
2006,AFG,ROA,122455.48232540421,38848.19767873928,161303.6800041435
2007,AFG,ROA,88560.03540801705,13270.951711605994,101830.98711962305
2008,AFG,ROA,77625.6540145347,17912.42728973761,95538.0813042723
2009,AFG,ROA,202343.9941899642,13329.010382876659,215673.00457284087
2010,AFG,ROA,419052.12002527015,22099.740007812623,441151.8600330828
2011,AFG,ROA,485605.9945063711,13379.45337848723,498985.4478848583
2012,AFG,ROA,478648.4545961369,24958.790797171518,503607.2453933084
2013,AFG,ROA,254627.21760019264,11004.929300535787,265632.1469007284
2014,AFG,ROA,410464.96728637314,8073.017388554699,418537.98467492784
2015,AFG,ROA,702234.6636678618,7713.127140954882,709947.7908088167
2016,AFG,ROA,625677.0958703674,18390.658773429946,644067.7546437973
2017,AFG,ROA,212429.3728885208,4385.29091407461,216814.6638025954
2018,AFG,ROA,760017.5496677738,6690.041915602494,766707.5915833763
2019,AFG,ROA,178547.92069682095,4429.9956133635715,182977.91631018452
2000,AFG,SCA,191.17172558684834,0,191.17172558684834
2001,AFG,SCA,218.70552298430354,0,218.70552298430354
2002,AFG,SCA,370.9436691490281,0,370.9436691490281
2003,AFG,SCA,290.6878097301535,0,290.6878097301535
2004,AFG,SCA,318.18504569127225,0,318.18504569127225
2005,AFG,SCA,220.40898196096532,0,220.40898196096532
2006,AFG,SCA,115.39849515158684,0,115.39849515158684
2007,AFG,SCA,278.0956658821926,0,278.0956658821926
2008,AFG,SCA,275.0309290807135,0,275.0309290807135
2009,AFG,SCA,382.930914420532,0,382.930914420532
2010,AFG,SCA,454.6769125469029,0,454.6769125469029
2011,AFG,SCA,298.12463045905344,0,298.12463045905344
2012,AFG,SCA,597.6469136939198,0,597.6469136939198
2013,AFG,SCA,513.0612775266077,0,513.0612775266077
2014,AFG,SCA,163.47898981649428,0,163.47898981649428
2015,AFG,SCA,705.2963447296527,0,705.2963447296527
2016,AFG,SCA,502.81681843926197,0,502.81681843926197
2017,AFG,SCA,694.9761743857991,0,694.9761743857991
2018,AFG,SCA,842.5282038189471,0,842.5282038189471
2019,AFG,SCA,863.6909873922356,0,863.6909873922356
2000,AFG,SGP,0,0,0
2001,AFG,SGP,0,0,0
2002,AFG,SGP,0,0,0
2003,AFG,SGP,0,0,0
2004,AFG,SGP,0,0,0
2005,AFG,SGP,0,0,0
2006,AFG,SGP,0,0,0
2007,AFG,SGP,0,0,0
2008,AFG,SGP,0,0,0
2009,AFG,SGP,0,0,0
2010,AFG,SGP,0,0,0
2011,AFG,SGP,0,0,0
2012,AFG,SGP,0,0,0
2013,AFG,SGP,0,0,0
2014,AFG,SGP,0,0,0
2015,AFG,SGP,0,0,0
2016,AFG,SGP,0,0,0
2017,AFG,SGP,0,0,0
2018,AFG,SGP,0,0,0
2019,AFG,SGP,0,0,0
2000,AFG,SLB,0,0,0
2001,AFG,SLB,0,0,0
2002,AFG,SLB,0,0,0
2003,AFG,SLB,0,0,0
2004,AFG,SLB,0,0,0
2005,AFG,SLB,0,0,0
2006,AFG,SLB,0,0,0
2007,AFG,SLB,0,0,0
2008,AFG,SLB,0,0,0
2009,AFG,SLB,0,0,0
2010,AFG,SLB,0,0,0
2011,AFG,SLB,0,0,0
2012,AFG,SLB,0,0,0
2013,AFG,SLB,0,0,0
2014,AFG,SLB,0,0,0
2015,AFG,SLB,0,0,0
2016,AFG,SLB,0,0,0
2017,AFG,SLB,0,0,0
2018,AFG,SLB,0,0,0
2019,AFG,SLB,0,0,0
2000,AFG,THA,37.431234317831695,0,37.431234317831695
2001,AFG,THA,27.815853623114528,0,27.815853623114528
2002,AFG,THA,5.518802508711815,0,5.518802508711815
2003,AFG,THA,25.341796957328917,0,25.341796957328917
2004,AFG,THA,7.293886695988476,0,7.293886695988476
2005,AFG,THA,14.151268479414284,0,14.151268479414284
2006,AFG,THA,2.1012187950871883,0,2.1012187950871883
2007,AFG,THA,8.597435365915299,0,8.597435365915299
2008,AFG,THA,4.432970392499119,0,4.432970392499119
2009,AFG,THA,5.314719782378525,0,5.314719782378525
2010,AFG,THA,1.8470758163835854,0,1.8470758163835854
2011,AFG,THA,0.5711262981873005,0,0.5711262981873005
2012,AFG,THA,1.265427348110825,0,1.265427348110825
2013,AFG,THA,1.115147438785061,0,1.115147438785061
2014,AFG,THA,0.7177621558308601,0,0.7177621558308601
2015,AFG,THA,0.28524168701842423,0,0.28524168701842423
2016,AFG,THA,1.2233776172623037,0,1.2233776172623037
2017,AFG,THA,0.4188939900603146,0,0.4188939900603146
2018,AFG,THA,1.1533232635352761,0,1.1533232635352761
2019,AFG,THA,0.16090182089246807,0,0.16090182089246807
2000,AFG,TKL,0,0,0
2001,AFG,TKL,0,0,0
2002,AFG,TKL,0,0,0
2003,AFG,TKL,0,0,0
2004,AFG,TKL,0,0,0
2005,AFG,TKL,0,0,0
2006,AFG,TKL,0,0,0
2007,AFG,TKL,0,0,0
2008,AFG,TKL,0,0,0
2009,AFG,TKL,0,0,0
2010,AFG,TKL,0,0,0
2011,AFG,TKL,0,0,0
2012,AFG,TKL,0,0,0
2013,AFG,TKL,0,0,0
2014,AFG,TKL,0,0,0
2015,AFG,TKL,0,0,0
2016,AFG,TKL,0,0,0
2017,AFG,TKL,0,0,0
2018,AFG,TKL,0,0,0
2019,AFG,TKL,0,0,0
2000,AFG,TLS,0,0,0
2001,AFG,TLS,0,0,0
2002,AFG,TLS,0,0,0
2003,AFG,TLS,0,0,0
2004,AFG,TLS,0,0,0
2005,AFG,TLS,0,0,0
2006,AFG,TLS,0,0,0
2007,AFG,TLS,0,0,0
2008,AFG,TLS,0,0,0
2009,AFG,TLS,0,0,0
2010,AFG,TLS,0,0,0
2011,AFG,TLS,0,0,0
2012,AFG,TLS,0,0,0
2013,AFG,TLS,0,0,0
2014,AFG,TLS,0,0,0
2015,AFG,TLS,0,0,0
2016,AFG,TLS,0,0,0
2017,AFG,TLS,0,0,0
2018,AFG,TLS,0,0,0
2019,AFG,TLS,0,0,0
2000,AFG,TON,0,0,0
2001,AFG,TON,0,0,0
2002,AFG,TON,0,0,0
2003,AFG,TON,0,0,0
2004,AFG,TON,0,0,0
2005,AFG,TON,0,0,0
2006,AFG,TON,0,0,0
2007,AFG,TON,0,0,0
2008,AFG,TON,0,0,0
2009,AFG,TON,0,0,0
2010,AFG,TON,0,0,0
2011,AFG,TON,0,0,0
2012,AFG,TON,0,0,0
2013,AFG,TON,0,0,0
2014,AFG,TON,0,0,0
2015,AFG,TON,0,0,0
2016,AFG,TON,0,0,0
2017,AFG,TON,0,0,0
2018,AFG,TON,0,0,0
2019,AFG,TON,0,0,0
2000,AFG,TUV,0,0,0
2001,AFG,TUV,0,0,0
2002,AFG,TUV,0,0,0
2003,AFG,TUV,0,0,0
2004,AFG,TUV,0,0,0
2005,AFG,TUV,0,0,0
2006,AFG,TUV,0,0,0
2007,AFG,TUV,0,0,0
2008,AFG,TUV,0,0,0
2009,AFG,TUV,0,0,0
2010,AFG,TUV,0,0,0
2011,AFG,TUV,0,0,0
2012,AFG,TUV,0,0,0
2013,AFG,TUV,0,0,0
2014,AFG,TUV,0,0,0
2015,AFG,TUV,0,0,0
2016,AFG,TUV,0,0,0
2017,AFG,TUV,0,0,0
2018,AFG,TUV,0,0,0
2019,AFG,TUV,0,0,0
2000,AFG,USA,18975.894503422638,0,18975.894503422638
2001,AFG,USA,50770.13828158664,0,50770.13828158664
2002,AFG,USA,5415.261196320433,0,5415.261196320433
2003,AFG,USA,81206.32164181923,0,81206.32164181923
2004,AFG,USA,80447.7565616504,0,80447.7565616504
2005,AFG,USA,66560.17962184711,0,66560.17962184711
2006,AFG,USA,87106.32429007962,0,87106.32429007962
2007,AFG,USA,77125.64711412921,0,77125.64711412921
2008,AFG,USA,59977.75294254124,0,59977.75294254124
2009,AFG,USA,93910.907388706,0,93910.907388706
2010,AFG,USA,31106.899062149692,0,31106.899062149692
2011,AFG,USA,19501.118377650506,0,19501.118377650506
2012,AFG,USA,81552.76255733806,0,81552.76255733806
2013,AFG,USA,7909.526202214009,0,7909.526202214009
2014,AFG,USA,92105.5743512473,0,92105.5743512473
2015,AFG,USA,52269.20188410105,0,52269.20188410105
2016,AFG,USA,60134.07861415306,0,60134.07861415306
2017,AFG,USA,115337.60905695483,0,115337.60905695483
2018,AFG,USA,31981.768574755544,0,31981.768574755544
2019,AFG,USA,123979.04230802786,0,123979.04230802786
2000,AFG,VNM,0,0,0
2001,AFG,VNM,0,0,0
2002,AFG,VNM,0,0,0
2003,AFG,VNM,0,0,0
2004,AFG,VNM,0,0,0
2005,AFG,VNM,0,0,0
2006,AFG,VNM,0,0,0
2007,AFG,VNM,0,0,0
2008,AFG,VNM,0,0,0
2009,AFG,VNM,0,0,0
2010,AFG,VNM,0,0,0
2011,AFG,VNM,0,0,0
2012,AFG,VNM,0,0,0
2013,AFG,VNM,0,0,0
2014,AFG,VNM,0,0,0
2015,AFG,VNM,0,0,0
2016,AFG,VNM,0,0,0
2017,AFG,VNM,0,0,0
2018,AFG,VNM,0,0,0
2019,AFG,VNM,0,0,0
2000,AFG,VUT,0,0,0
2001,AFG,VUT,0,0,0
2002,AFG,VUT,0,0,0
2003,AFG,VUT,0,0,0
2004,AFG,VUT,0,0,0
2005,AFG,VUT,0,0,0
2006,AFG,VUT,0,0,0
2007,AFG,VUT,0,0,0
2008,AFG,VUT,0,0,0
2009,AFG,VUT,0,0,0
2010,AFG,VUT,0,0,0
2011,AFG,VUT,0,0,0
2012,AFG,VUT,0,0,0
2013,AFG,VUT,0,0,0
2014,AFG,VUT,0,0,0
2015,AFG,VUT,0,0,0
2016,AFG,VUT,0,0,0
2017,AFG,VUT,0,0,0
2018,AFG,VUT,0,0,0
2019,AFG,VUT,0,0,0
2000,AFG,WLF,0,0,0
2001,AFG,WLF,0,0,0
2002,AFG,WLF,0,0,0
2003,AFG,WLF,0,0,0
2004,AFG,WLF,0,0,0
2005,AFG,WLF,0,0,0
2006,AFG,WLF,0,0,0
2007,AFG,WLF,0,0,0
2008,AFG,WLF,0,0,0
2009,AFG,WLF,0,0,0
2010,AFG,WLF,0,0,0
2011,AFG,WLF,0,0,0
2012,AFG,WLF,0,0,0
2013,AFG,WLF,0,0,0
2014,AFG,WLF,0,0,0
2015,AFG,WLF,0,0,0
2016,AFG,WLF,0,0,0
2017,AFG,WLF,0,0,0
2018,AFG,WLF,0,0,0
2019,AFG,WLF,0,0,0
2000,AFG,WSM,0,0,0
2001,AFG,WSM,0,0,0
2002,AFG,WSM,0,0,0
2003,AFG,WSM,0,0,0
2004,AFG,WSM,0,0,0
2005,AFG,WSM,0,0,0
2006,AFG,WSM,0,0,0
2007,AFG,WSM,0,0,0
2008,AFG,WSM,0,0,0
2009,AFG,WSM,0,0,0
2010,AFG,WSM,0,0,0
2011,AFG,WSM,0,0,0
2012,AFG,WSM,0,0,0
2013,AFG,WSM,0,0,0
2014,AFG,WSM,0,0,0
2015,AFG,WSM,0,0,0
2016,AFG,WSM,0,0,0
2017,AFG,WSM,0,0,0
2018,AFG,WSM,0,0,0
2019,AFG,WSM,0,0,0
2000,AFR,AFG,0,695.871963273082,695.871963273082
2001,AFR,AFG,0,452.6134559114556,452.6134559114556
2002,AFR,AFG,0,426.6196805140376,426.6196805140376
2003,AFR,AFG,0,688.1018736023923,688.1018736023923
2004,AFR,AFG,0,205.81238047420982,205.81238047420982
2005,AFR,AFG,0,170.56177478516474,170.56177478516474
2006,AFR,AFG,0,968.4055442609824,968.4055442609824
2007,AFR,AFG,0,847.9481931600254,847.9481931600254
2008,AFR,AFG,0,654.0081158645451,654.0081158645451
2009,AFR,AFG,0,1338.8876544688828,1338.8876544688828
2010,AFR,AFG,0,772.8393252081238,772.8393252081238
2011,AFR,AFG,0,1153.9671393965184,1153.9671393965184
2012,AFR,AFG,0,1100.2607623879426,1100.2607623879426
2013,AFR,AFG,0,967.3916026407853,967.3916026407853
2014,AFR,AFG,0,579.8649469750933,579.8649469750933
2015,AFR,AFG,0,131.03062731549142,131.03062731549142
2016,AFR,AFG,0,1648.6903089160216,1648.6903089160216
2017,AFR,AFG,0,1835.6593414128292,1835.6593414128292
2018,AFR,AFG,0,2189.2709623943433,2189.2709623943433
2019,AFR,AFG,0,342.1485603612382,342.1485603612382
2000,AFR,ASM,0,0,0
2001,AFR,ASM,0,0,0
2002,AFR,ASM,0,0,0
2003,AFR,ASM,0,0,0
2004,AFR,ASM,0,0,0
2005,AFR,ASM,0,0,0
2006,AFR,ASM,0,88.41819760881366,88.41819760881366
2007,AFR,ASM,0,213.56913126401605,213.56913126401605
2008,AFR,ASM,0,286.2272654847801,286.2272654847801
2009,AFR,ASM,0,293.90663537040354,293.90663537040354
2010,AFR,ASM,0,532.3310659429059,532.3310659429059
2011,AFR,ASM,0,142.09165244077332,142.09165244077332
2012,AFR,ASM,0,556.4473393848166,556.4473393848166
2013,AFR,ASM,0,110.84890400880016,110.84890400880016
2014,AFR,ASM,0,336.4592921985686,336.4592921985686
2015,AFR,ASM,0,612.0893796894234,612.0893796894234
2016,AFR,ASM,0,324.0850875978125,324.0850875978125
2017,AFR,ASM,0,643.3659159724135,643.3659159724135
2018,AFR,ASM,0,516.2021937530837,516.2021937530837
2019,AFR,ASM,0,681.1386386875063,681.1386386875063
2000,AFR,AUS,334749.7363004288,1020.6187667886261,335770.35506721743
2001,AFR,AUS,356467.07166388666,2394.1692929363808,358861.24095682305
2002,AFR,AUS,285251.64018504805,2705.46618856024,287957.1063736083
2003,AFR,AUS,289573.9498717373,8866.622616745857,298440.57248848316
2004,AFR,AUS,117654.57167000801,8168.388442065892,125822.9601120739
2005,AFR,AUS,438065.8166279634,5717.14866674724,443782.96529471065
2006,AFR,AUS,415402.119407238,1870.5283411142227,417272.6477483522
2007,AFR,AUS,469503.5140947468,9678.188031567084,479181.7021263139
2008,AFR,AUS,586859.3124372158,14345.458664861359,601204.7711020772
2009,AFR,AUS,321683.84761551005,1455.4910209697855,323139.33863647986
2010,AFR,AUS,529182.6300065641,4486.141036641318,533668.7710432054
2011,AFR,AUS,49107.606859821884,7136.994487389549,56244.601347211435
2012,AFR,AUS,326940.5217508287,18328.768157076687,345269.2899079054
2013,AFR,AUS,557071.7325216711,16822.10596392218,573893.8384855933
2014,AFR,AUS,483019.5588288991,15189.94021765968,498209.4990465588
2015,AFR,AUS,348474.5180101197,14186.821501126,362661.33951124566
2016,AFR,AUS,136200.25956158695,6878.575679331739,143078.83524091868
2017,AFR,AUS,177027.72483943036,15541.483273722744,192569.20811315312
2018,AFR,AUS,105380.63705234136,23665.579657828435,129046.2167101698
2019,AFR,AUS,297001.11772164365,6557.133548655267,303558.2512702989
2000,AFR,BGD,0,779.9938156302087,779.9938156302087
2001,AFR,BGD,0,5743.215671886113,5743.215671886113
2002,AFR,BGD,0,3157.3779933080077,3157.3779933080077
2003,AFR,BGD,0,8357.027436273089,8357.027436273089
2004,AFR,BGD,0,9794.480996776874,9794.480996776874
2005,AFR,BGD,0,9047.82236776175,9047.82236776175
2006,AFR,BGD,0,3864.4554052347316,3864.4554052347316
2007,AFR,BGD,0,6225.484367798408,6225.484367798408
2008,AFR,BGD,0,5110.828253113646,5110.828253113646
2009,AFR,BGD,0,4251.768758556434,4251.768758556434
2010,AFR,BGD,0,18413.99347849204,18413.99347849204
2011,AFR,BGD,0,8862.34747548258,8862.34747548258
2012,AFR,BGD,0,1530.0156196808912,1530.0156196808912
2013,AFR,BGD,0,2352.844655183804,2352.844655183804
2014,AFR,BGD,0,3519.8079628524374,3519.8079628524374
2015,AFR,BGD,0,24648.889181847917,24648.889181847917
2016,AFR,BGD,0,18764.56863392554,18764.56863392554
2017,AFR,BGD,0,21102.890689797325,21102.890689797325
2018,AFR,BGD,0,14920.874100143881,14920.874100143881
2019,AFR,BGD,0,24420.666813168955,24420.666813168955
2000,AFR,BRN,0,78.71433105133474,78.71433105133474
2001,AFR,BRN,0,89.51646823972463,89.51646823972463
2002,AFR,BRN,0,55.866664043292396,55.866664043292396
2003,AFR,BRN,0,65.84561340942979,65.84561340942979
2004,AFR,BRN,0,79.97708325348795,79.97708325348795
2005,AFR,BRN,0,94.99080278612674,94.99080278612674
2006,AFR,BRN,0,36.40959334692918,36.40959334692918
2007,AFR,BRN,0,59.85047723714263,59.85047723714263
2008,AFR,BRN,0,74.44709878988564,74.44709878988564
2009,AFR,BRN,0,153.099153473936,153.099153473936
2010,AFR,BRN,0,8.917034733621406,8.917034733621406
2011,AFR,BRN,0,137.68146064583212,137.68146064583212
2012,AFR,BRN,0,136.4778078991361,136.4778078991361
2013,AFR,BRN,0,101.29038287947884,101.29038287947884
2014,AFR,BRN,0,51.37334286801517,51.37334286801517
2015,AFR,BRN,0,139.8930301577784,139.8930301577784
2016,AFR,BRN,0,134.35089246545687,134.35089246545687
2017,AFR,BRN,0,99.24921208666638,99.24921208666638
2018,AFR,BRN,0,124.24974830570864,124.24974830570864
2019,AFR,BRN,0,142.81848821667955,142.81848821667955
2000,AFR,BTN,0,0,0
2001,AFR,BTN,0,0,0
2002,AFR,BTN,0,0,0
2003,AFR,BTN,0,0,0
2004,AFR,BTN,0,0,0
2005,AFR,BTN,0,0,0
2006,AFR,BTN,0,0,0
2007,AFR,BTN,0,0,0
2008,AFR,BTN,0,0,0
2009,AFR,BTN,0,0,0
2010,AFR,BTN,0,0,0
2011,AFR,BTN,0,0.4577104765735567,0.4577104765735567
2012,AFR,BTN,0,1.444198485352099,1.444198485352099
2013,AFR,BTN,0,1.030826138695702,1.030826138695702
2014,AFR,BTN,0,4.555214671902359,4.555214671902359
2015,AFR,BTN,0,4.750112742511556,4.750112742511556
2016,AFR,BTN,0,0.9705066524795258,0.9705066524795258
2017,AFR,BTN,0,3.054546122904867,3.054546122904867
2018,AFR,BTN,0,4.057200508075766,4.057200508075766
2019,AFR,BTN,0,0.21220535691827536,0.21220535691827536
2000,AFR,CAN,550681.5671181509,8260.31538343886,558941.8825015897
2001,AFR,CAN,295099.8094435984,1755.3664845562535,296855.1759281546
2002,AFR,CAN,518392.82168087724,4216.730496566324,522609.5521774436
2003,AFR,CAN,304543.1808410763,909.2684484630818,305452.44928953936
2004,AFR,CAN,306672.3375431153,12654.345895493636,319326.68343860895
2005,AFR,CAN,145141.0204957101,6741.938207808043,151882.95870351815
2006,AFR,CAN,224239.36032830324,15275.118546436226,239514.47887473946
2007,AFR,CAN,601560.8586072368,4863.661701439358,606424.5203086762
2008,AFR,CAN,555716.670012519,8573.177388403741,564289.8474009228
2009,AFR,CAN,463440.32662468555,14724.002567009162,478164.32919169473
2010,AFR,CAN,123517.26503877062,1579.2234282422341,125096.48846701285
2011,AFR,CAN,176592.71382613183,12489.9906400178,189082.70446614962
2012,AFR,CAN,826023.8863605941,16595.57750416492,842619.463864759
2013,AFR,CAN,504519.73477233166,18695.032657233627,523214.7674295653
2014,AFR,CAN,364147.34272644715,18968.183768807976,383115.5264952551
2015,AFR,CAN,1174888.0400727466,23595.845722872018,1198483.8857956186
2016,AFR,CAN,598012.9212604534,8991.216820716218,607004.1380811697
2017,AFR,CAN,633764.8351389595,8403.997115548023,642168.8322545075
2018,AFR,CAN,836334.2418139577,21062.860697780096,857397.1025117377
2019,AFR,CAN,922318.5377932051,16710.804898882376,939029.3426920875
2000,AFR,CHN,0,23608.128340242474,23608.128340242474
2001,AFR,CHN,0,7014.017259583492,7014.017259583492
2002,AFR,CHN,0,33535.48200078374,33535.48200078374
2003,AFR,CHN,0,5070.342272945007,5070.342272945007
2004,AFR,CHN,0,40748.11697393343,40748.11697393343
2005,AFR,CHN,0,47716.99612377603,47716.99612377603
2006,AFR,CHN,0,11382.41112758359,11382.41112758359
2007,AFR,CHN,0,20449.67476709392,20449.67476709392
2008,AFR,CHN,0,44179.476558016984,44179.476558016984
2009,AFR,CHN,0,43123.67829500884,43123.67829500884
2010,AFR,CHN,0,76025.44607061641,76025.44607061641
2011,AFR,CHN,0,81411.9444828635,81411.9444828635
2012,AFR,CHN,0,41756.77454254283,41756.77454254283
2013,AFR,CHN,0,36691.527831440326,36691.527831440326
2014,AFR,CHN,0,78398.80240664408,78398.80240664408
2015,AFR,CHN,0,72736.88820997495,72736.88820997495
2016,AFR,CHN,0,23785.404625528376,23785.404625528376
2017,AFR,CHN,0,39728.956646829545,39728.956646829545
2018,AFR,CHN,0,53683.12177478787,53683.12177478787
2019,AFR,CHN,0,83909.52726895106,83909.52726895106
2000,AFR,COK,0,0,0
2001,AFR,COK,0,0,0
2002,AFR,COK,0,0,0
2003,AFR,COK,0,0,0
2004,AFR,COK,0,0,0
2005,AFR,COK,0,0,0
2006,AFR,COK,0,0,0
2007,AFR,COK,0,0,0
2008,AFR,COK,0,0,0
2009,AFR,COK,0,0,0
2010,AFR,COK,0,0,0
2011,AFR,COK,0,0,0
2012,AFR,COK,0,0,0
2013,AFR,COK,0,0,0
2014,AFR,COK,0,0,0
2015,AFR,COK,0,0,0
2016,AFR,COK,0,0,0
2017,AFR,COK,0,0,0
2018,AFR,COK,0,0,0
2019,AFR,COK,0,0,0
2000,AFR,EUR,6486732.841846118,978882.8630824424,7465615.70492856
2001,AFR,EUR,1008518.5233784737,636358.6746532884,1644877.1980317621
2002,AFR,EUR,12125528.908411503,535053.8870962923,12660582.795507796
2003,AFR,EUR,4927252.618079064,594523.3109410944,5521775.929020159
2004,AFR,EUR,8578169.084641067,849526.4033201894,9427695.487961257
2005,AFR,EUR,8850955.754699893,652645.2567929449,9503601.011492837
2006,AFR,EUR,3565989.5766536137,461987.6854658738,4027977.2621194874
2007,AFR,EUR,9002196.407340704,1179273.4241466676,10181469.83148737
2008,AFR,EUR,7593059.8391064005,376350.7073301019,7969410.546436503
